qual,dp
3.43,10
3.79,9
3.61,18
3.48,19
3.24,56
3.52,35
3.43,5
3.71,7
3.47,27
3.92,4
3.31,16
3.6,13
3.25,39
3.91,4
3.07,7
3.49,21
3.4,15
3.88,5
3.66,68
3.23,52
3.29,5
3.64,19
3.97,19
3.58,13
3.36,8
3.37,25
3.66,3
3.51,36
3.24,225
3.09,4
3.18,36
3.99,12
3.08,72
3.1,18
3.25,27
3.25,128
3.4,16
3.08,12
3.87,15
3.13,14
3.42,80
3.52,15
3.14,7
3.85,16
3.65,11
3.39,26
3.82,52
3.33,9
3.26,4
3.36,13
3.1,8
3.98,13
3.25,9
3.57,20
3.97,20
3.67,5
3.73,6
3.42,5
3.6,10
3.65,19
3.67,4
3.33,5
3.36,6
3.69,13
3.04,81
3.42,2
3.44,17
3.68,11
3.46,107
3.24,21
3.57,11
3.34,66
3.32,38
3.99,46
3.24,6
3.59,39
3.15,4
3.83,11
3.23,32
3.04,8
3.75,7
3.68,61
3.28,12
3.74,14
3.97,37
3.83,4
3.23,5
3.98,7
3.93,10
3.85,62
3.89,15
3.55,87
3.28,5
3.25,10
3.02,18
3.56,2
3.48,196
3.24,29
3.42,17
3.47,9
3.58,6
3.56,86
3.04,8
3.64,30
3.88,17
3.03,2
3.8,20
3.75,6
3.34,20
3.25,5
3.02,5
3.19,31
3.68,57
3.15,6
3.04,11
3.06,27
3.59,6
3.98,4
3.82,10
3.41,22
3.41,5
3.82,8
3.32,101
3.71,33
3.05,14
3.37,43
3.83,10
3.08,14
3.1,8
3.39,81
3.9,33
3.5,53
3.56,26
3.69,255
3.3,189
3.45,53
3.19,12
3.82,8
3.62,27
3.34,28
3.43,5
3.05,50
3.43,19
3.58,12
3.84,6
3.09,4
3.52,48
3.8,4
3.09,39
3.82,14
3.69,17
3.11,10
3.46,18
3.21,20
3.77,23
3.4,14
3.59,81
3.15,3
3.15,67
3.35,6
3.49,7
3.91,4
3.24,26
3.39,32
3.04,7
3.57,136
3.72,49
3.38,9
3.8,7
3.04,21
3.44,126
3.06,17
3.6,14
3.76,58
3.81,24
3.93,11
3.83,15
3.27,79
3.5,21
3.79,3
3.91,8
3.78,3
3.29,106
3.44,14
3.55,8
3.87,17
3.11,8
3.7,12
3.96,28
3.14,12
3.14,37
3.18,23
3.8,13
3.44,51
3.62,10
3.29,11
3.22,21
3.99,5
3.26,3
3.02,17
3.18,8
3.15,25
3.94,18
3.36,50
3.42,5
3.7,35
3.69,234
3.98,17
3.1,20
3.17,73
3.95,7
3.25,17
3.84,8
3.32,66
3.99,2
3.66,7
3.25,18
3.58,19
3.94,9
3.02,4
3.41,15
3.58,7
3.95,40
3.92,14
3.19,77
3.18,11
3.26,47
3.86,26
3.54,10
3.53,16
3.21,10
3.33,40
3.65,83
3.78,12
3.15,12
3.69,5
3.51,8
3.32,11
3.22,13
3.28,27
3.75,15
3.03,13
3.28,4
3.25,11
3.27,3
3.75,4
3.71,13
3.99,2
3.94,12
3.51,9
3.94,17
3.72,11
3.68,16
3.08,49
3.64,14
3.43,5
3.97,38
3.14,8
3.31,6
3.74,43
3.51,9
3.48,31
3.8,80
3.44,16
3.12,79
3.91,69
3.13,23
3.58,14
3.71,9
3.88,111
3.82,7
3.07,75
3.55,20
3.12,21
3.49,11
3.9,284
3.72,9
3.06,52
3.56,23
3.97,32
3.51,6
3.06,23
3.76,4
3.77,131
3.2,37
3.63,12
3.58,8
3.21,354
3.33,18
3.71,6
3.32,13
3.03,2
3.83,8
3.42,8
3.99,142
3.65,10
3.6,25
3.21,15
3.26,7
3.42,54
3.42,9
3.65,102
3.72,15
3.25,13
3.99,4
3.29,190
3.78,18
3.05,38
3.42,15
3.24,3
3.52,66
3.73,72
3.41,37
3.36,23
3.02,16
3.81,5
3.92,55
3.96,43
3.3,28
3.36,19
3.91,11
3.39,6
3.33,5
3.16,6
3.17,21
3.46,36
3.92,12
3.9,10
3.25,138
3.12,9
3.5,38
3.24,7
3.32,17
3.15,10
3.92,6
3.34,22
3.89,174
3.16,11
3.22,16
3.96,22
3.69,6
3.61,17
3.29,26
3.16,7
3.16,5
3.41,21
3.56,19
3.61,5
3.84,10
3.41,7
3.56,3
3.71,6
3.63,4
3.08,7
3.1,348
3.82,111
3.45,24
3.38,100
3.32,14
3.71,15
3.1,65
3.63,12
3.99,3
3.83,26
3.12,5
3.75,12
3.23,22
3.03,18
3.19,100
3.21,50
3.41,14
3.67,4
3.4,8
3.36,23
3.23,20
3.97,9
3.42,4
3.05,18
3.42,14
3.44,6
3.42,2
3.88,85
3.67,4
3.61,16
3.2,4
3.26,4
3.37,8
3.61,222
3.4,5
3.73,48
3.99,10
3.32,4
3.57,43
3.07,11
3.19,10
3.76,44
3.02,4
3.88,17
3.09,12
3.95,6
3.09,23
3.17,5
3.73,18
3.94,8
3.72,9
3.04,17
3.74,110
3.02,3
3.69,7
3.42,32
3.48,25
3.2,7
3.44,32
3.66,20
3.06,6
3.92,130
3.95,6
3.07,11
3.95,21
3.16,181
3.43,8
3.19,52
3.36,7
3.17,19
3.46,8
3.13,7
3.21,7
3.18,58
3.03,3
3.13,9
3.25,5
3.86,4
3.87,17
3.28,14
3.25,14
3.61,8
3.92,53
3.15,9
3.13,94
3.12,85
3.91,25
3.37,15
3.96,29
3.16,7
3.85,6
3.32,9
3.87,18
3.55,7
3.69,22
3.96,8
3.45,5
3.89,11
3.2,11
3.9,119
3.37,39
3.48,9
3.46,46
3.98,29
3.02,69
3.26,3
3.94,10
3.04,6
3.12,8
3.32,7
3.85,125
3.04,14
3.67,33
3.63,38
3.95,10
3.76,4
3.32,105
3.52,16
3.43,19
3.7,26
3.76,27
3.62,2
3.43,5
3.13,78
3.41,68
3.7,21
3.17,59
3.34,10
3.69,13
3.99,13
3.69,490
3.64,9
3.83,5
3.22,23
3.26,5
3.82,33
3.51,44
3.9,3
3.03,2
3.81,8
3.29,112
3.9,6
3.75,31
3.62,11
3.46,25
3.09,26
3.15,34
3.15,26
3.19,41
3.08,8
3.66,8
3.82,36
3.2,19
3.37,9
3.89,11
3.02,10
3.66,3
3.49,35
3.98,10
3.87,65
3.09,64
3.18,17
3.83,57
3.88,28
3.95,124
3.86,37
3.04,23
3.36,55
3.58,17
3.98,20
3.93,31
3.04,11
3.71,37
3.22,20
3.13,4
3.43,79
3.63,39
3.46,30
3.56,74
3.68,426
3.35,6
3.46,34
3.46,16
3.48,18
3.87,18
3.21,193
3.42,27
3.7,14
3.23,29
3.55,76
3.06,23
3.08,12
3.53,24
3.99,8
3.78,188
3.91,70
3.77,77
3.05,10
3.28,12
3.77,7
3.56,11
3.76,11
3.16,17
3.03,9
3.81,11
3.73,237
3.58,8
3.75,6
3.51,7
3.48,11
3.64,4
3.03,16
3.76,7
3.07,43
3.8,7
3.75,5
3.09,93
3.87,8
3.22,5
3.23,36
3.6,14
3.26,13
3.3,6
3.71,5
3.62,3
3.68,66
3.46,77
3.12,71
3.16,6
3.02,13
3.51,148
3.77,13
3.87,5
3.17,26
3.61,50
3.15,12
3.12,11
3.67,9
3.52,14
3.86,35
3.61,10
3.94,32
3.06,20
3.98,31
3.61,22
3.9,14
3.14,4
3.19,23
3.52,187
3.08,48
3.61,9
3.94,13
3.86,23
3.32,224
3.69,5
3.5,17
3.32,15
3.14,355
3.54,179
3.14,57
3.56,8
3.29,11
3.41,14
3.18,9
3.32,6
3.11,17
3.96,10
3.82,9
3.82,91
3.31,5
3.78,21
3.37,20
3.85,6
3.37,519
3.56,33
3.37,11
3.63,12
3.85,7
3.02,62
3.42,40
3.5,41
3.83,106
3.82,3
3.41,25
3.72,9
3.71,13
3.78,13
3.7,219
3.45,11
3.12,22
3.8,7
3.53,37
3.2,4
3.79,131
3.61,19
3.08,27
3.1,14
3.45,50
3.39,43
3.15,29
3.16,7
3.33,10
3.87,28
3.52,12
3.69,14
3.84,23
3.16,14
3.42,2
3.71,7
3.15,24
3.78,11
3.23,3
3.91,15
3.02,13
3.03,2
3.1,15
3.11,23
3.69,4
3.04,27
3.87,5
3.8,7
3.3,12
3.68,3
3.25,3
3.9,15
3.37,14
3.87,17
3.17,13
3.13,6
3.83,365
3.8,6
3.15,29
3.39,3
3.87,6
3.44,16
3.39,12
3.79,10
3.21,147
3.16,104
3.21,41
3.66,22
3.1,3
3.43,8
3.32,29
3.92,178
3.52,20
3.44,10
3.55,41
3.15,4
3.73,42
3.93,54
3.78,3
3.48,67
3.8,3
3.75,4
3.21,10
3.47,14
3.15,53
3.56,9
3.79,13
3.84,4
3.4,30
3.24,116
3.54,14
3.07,86
3.7,9
3.7,38
3.17,19
3.98,10
3.99,71
3.67,15
3.3,38
3.28,4
3.08,5
3.04,12
3.02,13
3.12,18
3.7,25
3.66,11
3.39,126
3.66,3
3.26,10
3.62,29
3.03,7
3.11,3
3.25,11
3.69,7
3.92,9
3.04,4
3.41,10
3.99,69
3.42,10
3.43,21
3.33,14
3.42,2
3.28,79
3.28,6
3.92,133
3.6,7
3.56,2
3.71,6
3.45,23
3.42,100
3.9,6
3.78,96
3.76,19
3.75,17
3.68,68
3.78,39
3.99,7
3.18,20
3.65,35
3.33,57
3.25,11
3.97,12
3.69,339
3.62,5
3.26,13
3.64,9
3.92,5
3.63,29
3.15,42
3.76,33
3.43,33
3.78,11
3.46,15
3.09,23
3.34,9
3.55,14
3.38,7
3.34,4
3.53,13
3.98,24
3.13,10
3.8,5
3.87,27
3.75,5
3.93,6
3.55,5
3.5,11
3.03,24
3.89,10
3.04,49
3.51,40
3.19,13
3.78,28
3.5,94
3.49,118
3.56,22
3.93,27
3.9,50
3.11,85
3.73,45
3.22,157
3.1,12
3.67,6
3.21,258
3.81,121
3.59,31
3.92,23
3.71,15
3.82,12
3.55,5
3.89,126
3.56,22
3.08,61
3.95,10
3.68,22
3.28,32
3.43,7
3.05,6
3.32,10
3.81,11
3.49,28
3.27,17
3.14,5
3.65,8
3.32,3
3.55,23
3.74,21
3.13,35
3.54,41
3.55,5
3.43,5
3.48,7
3.71,6
3.76,24
3.11,35
3.93,27
3.77,4
3.56,38
3.47,23
3.84,69
3.52,46
3.48,11
3.04,101
3.65,11
3.88,65
3.73,222
3.56,6
3.31,61
3.36,59
3.94,82
3.21,29
3.42,10
3.42,2
3.69,4
3.74,37
3.52,18
3.86,6
3.07,20
3.35,9
3.62,13
3.23,33
3.1,62
3.53,6
3.2,52
3.3,2
3.51,32
3.17,11
3.14,10
3.62,8
3.72,39
3.03,10
3.91,160
3.53,19
3.26,14
3.42,17
3.93,9
3.31,24
3.28,5
3.26,14
3.92,160
3.34,12
3.8,6
3.85,5
3.48,6
3.08,23
3.42,71
3.15,23
3.45,5
3.16,26
3.96,23
3.54,122
3.8,5
3.58,51
3.18,78
3.66,11
3.24,3
3.36,27
3.4,14
3.65,86
3.89,27
3.43,6
3.3,19
3.44,29
3.66,4
3.6,66
3.05,21
3.29,31
3.42,33
3.06,27
3.79,9
3.39,5
3.46,19
3.98,13
3.19,4
3.26,10
3.33,50
3.58,3
3.82,13
3.24,20
3.5,8
3.61,102
3.45,62
3.97,46
3.72,10
3.28,19
3.17,198
3.23,11
3.62,2
3.59,139
3.11,6
3.26,8
3.43,7
3.47,28
3.92,76
3.99,11
3.33,23
3.66,4
3.79,20
3.44,16
3.47,11
3.14,5
3.24,4
3.16,32
3.87,9
3.3,392
3.51,6
3.08,12
3.25,3
3.13,41
3.51,24
3.22,11
3.57,14
3.06,21
3.03,2
3.58,21
3.38,8
3.69,5
3.19,37
3.61,39
3.36,10
3.42,4
3.14,24
3.82,19
3.18,31
3.52,7
3.3,7
3.04,37
3.97,9
3.24,3
3.66,12
3.42,86
3.22,164
3.41,10
3.04,42
3.54,10
3.87,51
3.09,34
3.11,25
3.79,7
3.39,16
3.88,4
3.74,78
3.9,137
3.87,28
3.02,20
3.49,10
3.03,22
3.15,34
3.15,58
3.61,10
3.92,5
3.4,4
3.6,19
3.39,6
3.91,18
3.58,8
3.69,5
3.5,26
3.3,15
3.63,7
3.19,10
3.03,58
3.23,30
3.2,4
3.58,25
3.73,15
3.96,52
3.09,42
3.58,5
3.64,68
3.9,98
3.46,5
3.39,93
3.67,4
3.25,10
3.2,6
3.15,25
3.89,10
3.91,12
3.4,32
3.36,5
3.76,95
3.38,5
3.05,8
3.67,4
3.06,15
3.58,64
3.05,18
3.42,71
3.91,48
3.69,246
3.92,40
3.36,10
3.42,16
3.51,8
3.79,42
3.54,20
3.84,10
3.99,14
3.38,35
3.78,28
3.61,14
3.39,6
3.83,9
3.17,7
3.08,50
3.9,22
3.48,39
3.63,21
3.96,25
3.86,17
3.13,4
3.32,30
3.74,9
3.23,124
3.11,12
3.66,7
3.43,32
3.21,66
3.89,10
3.87,308
3.91,94
3.14,8
3.63,2
3.53,21
3.27,52
3.2,48
3.09,33
3.21,7
3.08,35
3.92,23
3.03,3
3.54,22
3.08,6
3.21,30
3.34,16
3.82,10
3.36,5
3.76,5
3.26,43
3.36,8
3.62,6
3.92,27
3.67,4
3.5,11
3.13,4
3.66,12
3.5,21
3.29,7
3.16,14
3.8,40
3.11,4
3.71,13
3.21,12
3.67,6
3.25,10
3.49,17
3.97,20
3.9,16
3.09,20
3.01,26
3.56,33
3.88,28
3.75,26
3.44,12
3.43,44
3.96,42
3.43,21
3.65,5
3.81,27
3.45,7
3.02,7
3.55,7
3.85,150
3.11,11
3.96,8
3.48,26
3.07,8
3.79,13
3.83,63
3.6,25
3.43,6
3.17,7
3.41,7
3.99,3
3.15,12
3.17,7
3.51,19
3.87,5
3.86,8
3.64,11
3.93,57
3.31,44
3.92,6
3.85,14
3.83,40
3.95,4
3.63,4
3.29,4
3.85,6
3.84,118
3.62,9
3.24,68
3.02,6
3.15,4
3.13,7
3.8,54
3.4,112
3.16,5
3.93,11
3.36,6
3.28,20
3.76,16
3.47,32
3.53,14
3.38,20
3.12,9
3.81,4
3.54,9
3.49,10
3.06,44
3.82,4
3.62,5
3.22,17
3.2,16
3.42,106
3.2,4
3.48,12
3.54,18
3.71,8
3.79,200
3.25,8
3.2,21
3.81,9
3.15,5
3.09,24
3.91,5
3.66,2
3.65,6
3.38,8
3.07,28
3.67,13
3.86,16
3.1,10
3.1,37
3.56,55
3.19,66
3.04,35
3.83,29
3.09,34
3.1,3
3.56,9
3.82,54
3.41,8
3.88,5
3.02,7
3.53,11
3.52,59
3.72,6
3.71,10
3.13,4
3.19,7
3.48,44
3.69,29
3.62,15
3.12,6
3.08,11
3.08,4
3.72,8
3.38,6
3.56,29
3.83,18
3.19,53
3.67,72
3.37,23
3.1,4
3.11,44
3.03,9
3.81,6
3.84,12
3.18,50
3.88,26
3.95,33
3.92,41
3.19,13
3.95,29
3.22,4
3.63,6
3.51,15
3.24,69
3.78,21
3.51,23
3.12,7
3.33,5
3.64,13
3.3,13
3.84,26
3.26,11
3.34,12
3.35,14
3.95,8
3.26,8
3.78,5
3.77,9
3.51,39
3.05,5
3.57,10
3.95,9
3.96,100
3.23,21
3.33,52
3.23,14
3.41,5
3.29,46
3.78,4
3.09,37
3.15,23
3.94,9
3.07,15
3.36,89
3.76,9
3.67,4
3.16,8
3.92,22
3.68,11
3.62,64
3.76,10
3.81,7
3.58,8
3.17,19
3.49,28
3.42,170
3.26,6
3.94,4
3.72,8
3.99,157
3.79,30
3.58,14
3.26,46
3.43,28
3.99,42
3.24,4
3.09,16
3.02,7
3.3,35
3.95,65
3.27,31
3.64,12
3.17,13
3.02,15
3.45,7
3.67,6
3.95,20
3.25,5
3.77,26
3.12,66
3.37,7
3.02,8
3.8,7
3.44,5
3.36,12
3.76,159
3.02,5
3.82,144
3.7,12
3.38,21
3.2,133
3.17,27
3.31,5
3.61,12
3.19,58
3.88,11
3.29,4
3.72,74
3.43,10
3.1,28
3.2,24
3.76,21
3.11,159
3.15,74
3.81,7
3.16,47
3.74,19
3.71,5
3.57,6
3.78,15
3.86,11
3.62,35
3.88,27
3.02,7
3.42,37
3.85,48
3.83,8
3.32,24
3.89,50
3.96,7
3.5,20
3.43,12
3.18,10
3.13,27
3.2,17
3.96,222
3.74,11
3.21,14
3.48,7
3.44,5
3.94,5
3.1,16
3.98,41
3.26,12
3.51,27
3.01,62
3.1,197
3.46,25
3.62,16
3.85,116
3.31,8
3.57,29
3.88,4
3.61,15
3.95,61
3.23,10
3.03,20
3.68,14
3.94,9
3.03,56
3.38,21
3.76,5
3.73,15
3.75,17
3.17,65
3.3,13
3.47,9
3.77,30
3.93,21
3.22,85
3.02,8
3.34,7
3.92,11
3.95,193
3.14,51
3.46,13
3.02,72
3.14,39
3.92,5
3.92,113
3.84,111
3.04,58
3.35,88
3.79,11
3.48,5
3.55,3
3.7,60
3.29,11
3.24,54
3.21,13
3.24,6
3.62,3
3.84,12
3.94,9
3.51,113
3.35,8
3.3,23
3.83,12
3.66,20
3.64,71
3.13,106
3.41,6
3.52,14
3.79,28
3.57,6
3.65,18
3.44,86
3.72,7
3.28,33
3.23,172
3.84,6
3.36,13
3.09,11
3.79,4
3.75,6
3.76,14
3.28,7
3.99,4
3.34,12
3.08,23
3.16,7
3.56,43
3.57,81
3.33,69
3.02,10
3.73,9
3.58,5
3.24,85
3.2,12
3.87,20
3.09,3
3.73,9
3.75,4
3.32,31
3.75,13
3.44,102
3.05,14
3.3,6
3.95,5
3.83,5
3.74,9
3.93,27
3.87,16
3.89,8
3.68,10
3.22,58
3.2,17
3.22,14
3.9,52
3.79,5
3.12,177
3.93,43
3.02,10
3.49,65
3.25,9
3.58,10
3.5,9
3.62,31
3.57,9
3.75,56
3.88,163
3.85,7
3.01,66
3.9,15
3.2,17
3.16,30
3.32,11
3.04,12
3.3,7
3.7,33
3.27,10
3.62,43
3.38,15
3.38,5
3.59,30
3.5,6
3.37,12
3.33,12
3.14,5
3.28,13
3.29,9
3.78,28
3.56,2
3.58,15
3.28,45
3.99,12
3.56,15
3.67,82
3.51,7
3.14,4
3.76,9
3.88,7
3.11,26
3.74,10
3.1,4
3.71,7
3.96,8
3.01,65
3.32,11
3.79,4
3.28,4
3.7,4
3.43,5
3.51,39
3.78,12
3.83,10
3.43,5
3.56,8
3.24,49
3.22,4
3.65,9
3.66,20
3.26,3
3.62,11
3.55,10
3.19,54
3.5,13
3.26,96
3.2,19
3.09,17
3.09,7
3.25,6
3.48,52
3.43,12
3.7,7
3.45,18
3.57,17
3.78,36
3.91,18
3.5,8
3.59,50
3.09,15
3.41,472
3.67,5
3.51,42
3.5,31
3.81,39
3.15,26
3.12,10
3.07,5
3.12,44
3.14,16
3.42,101
3.94,8
3.08,11
3.23,3
3.75,10
3.08,72
3.73,25
3.42,101
3.38,9
3.65,4
3.21,12
3.54,20
3.88,17
3.07,69
3.4,29
3.15,12
3.62,4
3.03,2
3.23,8
3.02,12
3.11,144
3.1,14
3.84,6
3.72,60
3.02,6
3.24,7
3.51,23
3.26,5
3.05,12
3.05,222
3.51,100
3.73,24
3.43,13
3.58,67
3.72,19
3.98,25
3.69,5
3.35,39
3.63,45
3.95,20
3.3,23
3.97,18
3.02,3
3.92,30
3.23,32
3.51,13
3.11,2
3.02,13
3.31,248
3.83,97
3.81,9
3.38,5
3.72,60
3.8,6
3.84,26
3.42,10
3.69,8
3.8,12
3.72,14
3.15,34
3.45,34
3.55,9
3.84,6
3.57,10
3.26,16
3.46,11
3.76,85
3.74,12
3.3,40
3.55,75
3.65,25
3.8,13
3.77,165
3.66,6
3.29,6
3.44,10
3.98,16
3.33,48
3.31,33
3.93,5
3.74,34
3.55,6
3.63,18
3.11,4
3.06,12
3.15,7
3.16,7
3.02,18
3.71,18
3.2,5
3.43,7
3.24,497
3.51,24
3.12,10
3.25,3
3.83,6
3.26,21
3.05,15
3.94,24
3.64,59
3.3,36
3.48,63
3.59,38
3.37,39
3.29,34
3.66,78
3.91,9
3.51,12
3.35,111
3.52,21
3.98,34
3.07,40
3.32,4
3.25,9
3.72,56
3.84,33
3.86,5
3.49,57
3.78,44
3.65,134
3.11,10
3.69,460
3.12,22
3.8,7
3.16,10
3.09,10
3.96,16
3.25,8
3.86,16
3.65,33
3.64,20
3.71,6
3.09,3
3.83,5
3.69,12
3.77,12
3.66,22
3.65,4
3.05,21
3.14,80
3.48,106
3.42,20
3.22,8
3.99,2
3.38,19
3.48,114
3.54,19
3.19,13
3.45,21
3.76,62
3.8,28
3.61,32
3.27,31
3.7,7
3.12,9
3.78,17
3.64,11
3.02,152
3.03,3
3.79,43
3.69,4
3.14,78
3.64,7
3.67,31
3.37,6
3.3,15
3.76,12
3.09,11
3.15,35
3.55,7
3.4,7
3.3,20
3.71,16
3.66,8
3.14,34
3.19,16
3.11,22
3.29,12
3.46,13
3.79,29
3.46,74
3.71,22
3.69,40
3.22,27
3.56,14
3.84,43
3.19,15
3.4,7
3.26,5
3.61,5
3.17,73
3.8,4
3.78,8
3.44,11
3.68,9
3.95,7
3.96,8
3.15,15
3.71,246
3.91,4
3.74,10
3.98,43
3.51,42
3.12,57
3.46,12
3.62,5
3.72,207
3.69,92
3.98,4
3.67,7
3.05,10
3.99,2
3.8,27
3.83,10
3.2,6
3.81,131
3.97,88
3.38,8
3.3,26
3.96,16
3.24,5
3.16,17
3.53,65
3.77,5
3.31,14
3.61,5
3.63,11
3.66,16
3.25,12
3.62,13
3.63,33
3.44,48
3.38,11
3.61,37
3.4,99
3.76,17
3.69,7
3.77,9
3.47,15
3.21,5
3.2,9
3.66,3
3.41,55
3.03,20
3.35,8
3.21,10
3.26,12
3.03,16
3.33,76
3.05,22
3.78,6
3.72,22
3.51,20
3.62,11
3.82,50
3.81,10
3.36,44
3.2,6
3.23,4
3.89,24
3.67,4
3.87,5
3.75,564
3.08,49
3.56,34
3.7,4
3.65,12
3.86,14
3.28,14
3.43,17
3.82,47
3.38,25
3.18,7
3.15,4
3.04,15
3.14,13
3.79,48
3.26,59
3.15,218
3.31,14
3.48,55
3.16,17
3.12,4
3.09,43
3.14,54
3.97,24
3.83,11
3.25,41
3.81,12
3.78,8
3.7,41
3.83,5
3.09,18
3.09,5
3.85,23
3.93,38
3.55,3
3.02,16
3.49,8
3.03,14
3.92,5
3.45,20
3.46,144
3.69,10
3.99,22
3.24,12
3.3,4
3.69,4
3.84,28
3.08,9
3.08,12
3.16,8
3.7,373
3.39,89
3.58,15
3.57,10
3.2,14
3.29,21
3.92,22
3.35,13
3.62,25
3.67,5
3.37,6
3.21,111
3.36,11
3.97,63
3.81,44
3.51,8
3.4,15
3.17,33
3.54,45
3.72,20
3.8,6
3.59,22
3.28,5
3.09,40
3.1,17
3.42,11
3.56,13
3.69,34
3.88,5
3.62,10
3.12,13
3.39,6
3.93,53
3.84,16
3.06,112
3.85,109
3.67,28
3.99,7
3.95,23
3.02,8
3.38,46
3.24,6
3.13,20
3.7,18
3.34,28
3.96,64
3.96,14
3.49,13
3.38,9
3.99,5
3.55,31
3.25,18
3.14,10
3.02,6
3.64,36
3.05,55
3.41,7
3.72,27
3.93,4
3.17,89
3.18,35
3.3,6
3.26,8
3.14,9
3.05,19
3.65,10
3.34,7
3.13,21
3.76,54
3.42,43
3.49,8
3.28,20
3.82,8
3.25,25
3.23,20
3.65,8
3.7,77
3.62,10
3.74,8
3.36,84
3.37,188
3.32,17
3.8,22
3.68,14
3.17,6
3.33,14
3.19,20
3.96,7
3.55,6
3.65,16
3.91,4
3.8,14
3.02,79
3.18,52
3.9,7
3.38,17
3.77,17
3.82,7
3.52,10
3.99,8
3.62,3
3.12,22
3.94,15
3.71,163
3.55,5
3.31,8
3.77,160
3.28,25
3.82,5
3.86,10
3.61,95
3.13,4
3.77,19
3.11,7
3.28,45
3.42,17
3.21,24
3.26,134
3.06,45
3.45,74
3.75,15
3.17,53
3.34,10
3.06,6
3.78,11
3.62,182
3.97,39
3.25,8
3.03,4
3.57,9
3.73,17
3.87,17
3.55,165
3.44,26
3.77,99
3.31,20
3.45,33
3.42,4
3.33,10
3.16,53
3.99,36
3.25,3
3.39,35
3.16,186
3.99,4
3.29,15
3.17,27
3.02,50
3.56,142
3.55,10
3.31,210
3.37,159
3.85,10
3.37,19
3.49,54
3.46,89
3.34,33
3.9,24
3.43,8
3.89,7
3.56,12
3.54,89
3.21,11
3.17,317
3.09,17
3.78,4
3.23,87
3.7,6
3.01,6
3.56,8
3.99,9
3.4,16
3.85,8
3.8,10
3.03,93
3.67,39
3.91,14
3.99,4
3.18,70
3.79,17
3.59,75
3.49,92
3.91,21
3.44,5
3.17,116
3.68,26
3.69,4
3.29,6
3.97,8
3.25,13
3.57,29
3.42,48
3.38,6
3.54,23
3.69,46
3.29,37
3.28,42
3.95,5
3.4,382
3.13,46
3.99,7
3.13,5
3.17,24
3.41,104
3.6,35
3.13,9
3.84,10
3.18,48
3.94,7
3.06,37
3.18,14
3.66,212
3.84,6
3.93,129
3.17,62
3.38,4
3.55,5
3.95,24
3.63,7
3.24,23
3.39,5
3.45,12
3.33,19
3.71,9
3.16,7
3.95,21
3.89,9
3.44,6
3.8,35
3.86,8
3.25,8
3.56,9
3.22,11
3.18,112
3.61,26
3.51,6
3.39,54
3.59,19
3.83,8
3.85,10
3.58,14
3.03,2
3.52,7
3.25,5
3.93,53
3.25,14
3.86,37
3.62,18
3.12,15
3.44,67
3.27,129
3.4,69
3.94,5
3.09,10
3.95,16
3.26,19
3.96,31
3.73,26
3.28,16
3.16,155
3.38,19
3.31,7
3.48,17
3.31,8
3.45,22
3.93,5
3.1,7
3.27,27
3.42,3
3.72,9
3.53,9
3.66,2
3.69,7
3.19,55
3.93,9
3.15,3
3.14,7
3.41,52
3.82,4
3.31,60
3.08,157
3.76,8
3.75,22
3.07,15
3.47,12
3.8,9
3.53,13
3.86,7
3.79,13
3.99,2
3.32,23
3.77,3
3.04,6
3.43,166
3.43,45
3.6,73
3.27,3
3.02,8
3.46,161
3.25,18
3.73,11
3.78,64
3.89,36
3.35,15
3.3,11
3.34,73
3.04,10
3.35,9
3.55,11
3.02,106
3.66,50
3.42,8
3.39,15
3.54,45
3.18,15
3.61,23
3.11,17
3.96,22
3.04,5
3.63,14
3.32,14
3.42,87
3.6,38
3.2,16
3.92,22
3.92,4
3.62,22
3.15,7
3.8,12
3.87,10
3.83,36
3.32,19
3.25,7
3.6,34
3.17,9
3.78,28
3.74,7
3.22,78
3.57,73
3.2,7
3.31,7
3.85,48
3.78,134
3.13,23
3.39,38
3.83,288
3.73,14
3.12,175
3.47,45
3.12,26
3.3,21
3.06,6
3.08,7
3.09,178
3.36,45
3.2,47
3.99,8
3.86,4
3.8,41
3.32,7
3.18,20
3.84,291
3.49,8
3.13,7
3.43,90
3.79,8
3.62,10
3.34,27
3.62,25
3.66,9
3.99,111
3.45,16
3.11,16
3.44,7
3.19,11
3.11,4
3.09,2
3.71,8
3.25,10
3.39,31
3.37,17
3.24,12
3.25,5
3.69,8
3.34,10
3.8,9
3.32,260
3.71,6
3.43,9
3.72,75
3.74,25
3.28,100
3.88,8
3.55,5
3.03,2
3.49,34
3.51,22
3.96,146
3.22,113
3.62,2
3.93,20
3.83,3
3.04,27
3.42,2
3.65,15
3.29,226
3.87,5
3.55,25
3.8,22
3.1,2
3.41,26
3.69,8
3.85,3
3.63,3
3.22,31
3.55,4
3.57,46
3.38,3
3.56,32
3.55,5
3.87,7
3.55,19
3.32,9
3.79,7
3.19,164
3.5,5
3.17,25
3.26,90
3.58,7
3.43,9
3.28,4
3.89,4
3.25,19
3.28,3
3.26,10
3.97,11
3.54,14
3.68,16
3.17,8
3.07,118
3.07,9
3.57,20
3.54,26
3.82,15
3.35,8
3.13,71
3.36,48
3.99,16
3.34,193
3.82,96
3.12,3
3.73,66
3.84,82
3.63,16
3.56,8
3.01,19
3.26,5
3.33,47
3.02,40
3.27,25
3.75,4
3.51,21
3.16,17
3.84,16
3.39,11
